,GC-1,GC-2,GC-3,GC-4,GC-5,GC-6,GC-7,GC-8
5076,0.6439999999999999,1.837,2.918,0.031,5.4990000000000006,1.892,1.888,1.666
5077,0.889,1.808,3.0925,0.023,5.374,2.03,1.791,1.342
5078,1.964,1.991,3.402,0.049,5.566,2.179,1.85,1.217
5079,1.862,1.91,3.314,0.035,5.454,1.915,1.747,1.222
5080,1.778,2.08,3.167,0.082,4.803000000000001,2.0780000000000003,1.859,1.146
5081,1.464,2.044,3.194,0.042,4.697,2.002,1.739,1.112
5082,1.524,2.6210000000000004,3.208,0.088,3.859,2.285,1.727,1.331
5083,1.878,3.005,3.044,0.037,3.553,2.25,1.7879999999999998,1.35
5084,1.322,3.155,2.963,0.1169999999999999,3.478,2.258,2.022,1.499
5085,1.359,3.189,2.7510000000000003,0.101,3.057,2.114,2.03,1.3199999999999998
5086,1.294,3.028,2.522,0.109,2.7830000000000004,2.337,2.12,1.1880000000000002
5087,1.494,2.821,2.481,0.088,2.598,2.399,2.51,1.083
5088,1.771,3.144,2.486,0.148,2.4000000000000004,2.577,1.963,1.286
5089,1.835,3.055,2.237,0.074,2.685,2.364,1.883,1.243
5090,1.382,2.7960000000000003,2.185,0.393,2.76,2.429,1.968,1.196
5091,1.506,2.849,2.037,0.346,3.002,2.473,1.826,1.23
5092,1.902,2.512,2.102,0.392,2.825,2.414,1.91,1.167
5093,1.902,2.5540000000000003,2.077,0.356,3.086,2.481,1.7719999999999998,1.32
5094,2.496,2.531,2.084,0.341,2.904,2.762,2.013,1.294
5095,3.033,2.756,2.226,0.413,2.974,2.5620000000000003,1.79,1.223
5096,2.974,2.309,2.164,0.361,3.176,2.389,2.108,1.17
5097,3.383,3.422,2.046,0.304,2.81,2.495,1.987,1.134
5098,2.782,6.08,1.752,0.3979999999999999,2.749,2.584,1.845,1.193
5099,2.959,6.853,2.141,0.3189999999999999,2.693,2.629,1.808,1.255
5100,2.571,5.98,2.037,0.446,2.564,2.419,2.174,1.297
5101,2.712,6.1850000000000005,1.894,0.482,2.365,2.559,1.891,1.431
5102,2.826,5.053,1.899,0.424,2.381,2.484,2.167,1.3090000000000002
5103,2.526,4.198,1.69,0.607,2.481,2.394,1.982,1.129
5104,2.38,4.914,1.739,1.4300000000000002,2.5700000000000003,2.592,2.128,1.416
5105,2.148,5.289,1.953,1.47,2.654,2.704,2.1100000000000003,1.464
5106,2.099,5.68,1.83,1.5590000000000002,2.832,2.472,1.674,1.555
5107,2.216,5.366,1.925,1.852,2.805,2.236,1.849,1.395
5108,2.651,4.91,1.811,1.042,2.755,2.4320000000000004,1.81,1.567
5109,2.614,4.732,1.7759999999999998,0.639,2.507,2.318,1.833,1.537
5110,2.506,3.729,1.869,0.534,2.952,2.27,1.739,1.462
5111,2.387,3.436,1.724,0.505,2.9290000000000003,2.252,1.906,1.539
5112,2.395,3.484,1.693,0.498,2.751,2.417,1.609,1.448
5113,2.373,2.962,1.693,0.538,2.905,2.362,1.786,1.79
5114,2.396,2.9130000000000003,1.591,0.503,3.058,2.349,1.706,1.757
5115,2.579,2.9850000000000003,1.835,0.516,2.8760000000000003,2.653,1.929,1.731
5116,2.193,2.613,1.557,0.601,3.039,2.518,1.775,1.738
5117,2.258,3.023,1.65,0.608,3.076,2.62,1.783,1.915
5118,2.342,3.808,1.756,0.738,2.7430000000000003,2.734,1.783,1.901
5119,2.013,3.047,1.622,0.756,2.872,2.687,1.721,1.765
5120,2.008,3.67,1.869,0.534,2.279,2.894,1.883,1.6789999999999998
5121,1.981,3.224,1.607,0.6960000000000001,2.373,3.587,1.871,1.636
5122,2.101,1.844,1.699,0.769,2.472,3.547,1.974,1.829
5123,1.881,2.115,1.713,0.613,2.505,3.404,1.915,2.245
5124,2.377,2.039,1.5750000000000002,0.829,2.67,3.091,2.053,2.863
5125,1.942,2.423,1.666,0.7529999999999999,2.194,2.917,1.94,3.1870000000000003
5126,2.105,2.024,1.73,0.7985,2.011,2.744,1.735,3.988
5127,2.048,2.515,2.35,0.8919999999999999,3.18,2.58,1.443,3.812
5128,1.892,3.418,1.636,0.927,1.713,1.961,1.107,3.56
5129,1.906,3.466,1.745,0.663,1.614,1.628,1.181,4.052
5130,1.828,3.332,1.599,0.826,1.517,1.586,0.698,4.007
5131,1.864,2.915,2.039,0.9165,1.609,1.59,0.35,3.64
5132,1.705,2.816,1.686,0.724,1.827,1.815,0.5609999999999999,3.471
5133,1.5590000000000002,2.56,1.718,0.615,1.7029999999999998,1.804,0.375,3.811
5134,1.267,2.827,1.716,0.905,1.818,1.927,0.325,3.806
5135,1.489,2.941,1.642,0.868,1.633,1.725,0.411,3.303
5136,1.476,4.223000000000001,1.637,0.895,1.723,1.63,0.349,2.547
5137,1.531,4.896000000000001,1.6800000000000002,0.7010000000000001,1.842,1.468,0.3229999999999999,1.965
5138,1.4289999999999998,5.29,1.786,0.8025,1.731,1.642,0.325,1.564
5139,1.511,5.282,1.828,0.866,1.808,1.51,0.266,1.604
5140,1.436,4.686,1.812,0.74,2.01,1.4420000000000002,0.51,1.096
5141,1.739,3.806,2.822,0.941,1.786,0.8300000000000001,0.386,1.034
5142,1.559,3.09,1.724,0.903,2.845,0.515,0.39,0.893
5143,1.766,2.391,1.6880000000000002,0.94,1.755,0.737,0.427,1.102
5144,1.7120000000000002,2.428,1.867,1.195,1.878,0.841,0.416,1.102
5145,1.526,2.4130000000000003,1.952,0.8759999999999999,1.758,0.719,0.402,1.264
5146,1.67,3.285,2.1180000000000003,0.977,1.586,0.853,0.121,0.812
5147,1.47,3.129,2.031,1.155,1.681,0.647,0.244,0.999
5148,1.408,2.948,1.864,1.07,1.625,0.524,0.144,0.978
5149,1.576,2.49,1.797,1.032,1.4,0.5549999999999999,0.272,1.165
5150,1.392,2.3920000000000003,1.772,1.228,1.517,0.734,0.257,0.972
5151,1.49,2.103,2.274,1.147,1.56,0.753,0.1109999999999999,0.744
5152,1.388,2.063,1.528,1.193,1.412,0.792,0.163,0.622
5153,1.6960000000000002,2.037,1.787,1.357,1.49,0.5589999999999999,0.063,0.62
5154,1.617,2.084,1.777,1.209,1.588,0.514,0.28,0.6990000000000001
5155,1.514,2.241,1.77,1.407,1.266,0.502,0.184,0.495
5156,1.71,1.794,1.921,1.3450000000000002,1.454,0.424,0.245,0.585
5157,1.719,1.844,1.785,1.198,1.3079999999999998,0.359,0.268,0.51
5158,2.106,2.052,1.634,1.291,0.988,0.305,0.194,0.394
5159,2.454,1.926,1.616,1.347,1.254,0.4619999999999999,0.331,0.477
5160,1.906,1.594,1.6989999999999998,1.432,1.199,0.4439999999999999,0.353,0.698
5161,1.919,1.882,1.848,0.66,1.108,0.612,0.279,0.47
5162,2.071,1.558,1.851,0.636,0.965,0.425,0.38,0.469
5163,2.269,1.479,2.633,0.919,1.02,0.582,0.259,0.729
5164,2.411,1.55,1.689,0.941,1.132,0.5209999999999999,0.302,0.577
5165,2.418,1.365,1.963,0.685,1.148,0.764,0.388,0.394
5166,2.438,1.531,1.4409999999999998,0.64,1.21,0.5,0.528,0.365
5167,2.561,1.498,1.709,0.715,1.119,0.427,0.478,0.222
5168,2.2270000000000003,1.661,2.313,0.5800000000000001,1.137,0.747,0.471,0.238
5169,2.3360000000000003,1.591,2.777,0.412,1.028,0.7,0.42,0.16
5170,2.582,1.5670000000000002,1.543,0.3219999999999999,2.06,0.639,0.38,0.179
5171,2.553,1.478,1.715,0.208,0.928,0.766,0.365,0.212
5172,2.101,1.586,2.433,0.099,0.95,0.581,0.384,0.232
5173,2.678,1.29,2.4530000000000003,0.19,1.101,0.637,0.369,0.1929999999999999
5174,1.5870000000000002,1.452,1.469,0.277,1.311,0.748,0.409,0.21
5175,1.535,1.399,1.77,0.22,0.948,0.5760000000000001,0.417,0.194
5176,1.515,1.434,3.167,0.182,1.162,0.611,0.348,0.175
5177,1.0,1.455,4.7925,0.179,0.792,0.823,0.386,0.121
5178,1.048,1.661,1.5590000000000002,0.271,0.784,0.706,0.447,0.0
5179,0.889,1.374,1.534,0.552,0.622,0.763,0.381,0.0
5180,0.771,1.609,1.5739999999999998,0.409,0.6679999999999999,0.511,0.343,0.011
5181,0.926,1.358,1.5815,0.277,0.718,0.436,0.645,0.049
5182,0.6639999999999999,1.173,1.319,0.151,0.938,0.729,0.7949999999999999,0.022
5183,0.6839999999999999,1.464,1.31,0.2,0.764,0.439,0.766,0.008
5184,0.545,1.496,1.258,0.131,0.767,0.6950000000000001,0.7969999999999999,0.007
5185,0.538,1.538,1.375,0.303,0.895,0.7270000000000001,0.824,0.0569999999999999
5186,0.544,1.492,2.048,0.039,0.859,0.998,0.762,0.013
5187,0.468,1.677,2.09,0.074,1.115,0.982,0.7210000000000001,0.003
5188,0.65,1.58,1.382,0.0849999999999999,0.984,1.049,0.896,0.004
5189,0.311,1.209,1.415,0.068,0.954,1.083,0.8200000000000001,0.153
5190,0.594,0.935,1.367,0.071,0.877,0.98,0.781,0.266
5191,0.737,0.832,2.369,0.075,1.2200000000000002,0.97,0.745,0.18
5192,0.539,1.073,1.67,0.05,1.163,1.037,0.678,0.313
5193,0.431,0.92,1.206,0.0289999999999999,1.033,1.288,0.621,0.224
5194,0.621,1.002,1.566,0.131,0.944,1.103,0.6910000000000001,0.332
5195,0.49,0.828,1.604,0.045,0.919,1.068,0.626,0.3979999999999999
5196,0.4569999999999999,0.773,1.754,0.022,0.946,1.378,0.649,0.381
5197,0.31,0.773,1.283,0.048,0.885,1.358,0.572,0.618
5198,0.283,0.761,1.265,0.105,1.045,2.036,0.601,0.7270000000000001
5199,0.372,0.956,1.617,0.14,0.994,1.156,0.629,0.643
5200,0.404,0.714,4.252,0.128,0.974,1.231,0.555,0.665
5201,0.5730000000000001,0.6839999999999999,1.159,0.1599999999999999,0.966,1.356,0.6859999999999999,0.722
5202,0.616,0.906,1.053,0.091,0.867,1.5790000000000002,0.618,0.671
5203,0.67,0.784,1.927,0.163,0.876,1.996,0.624,0.669
5204,0.499,0.683,1.263,0.118,0.769,1.735,0.748,0.698
5205,0.316,0.574,1.366,0.045,0.647,1.235,0.611,0.7949999999999999
5206,0.256,0.636,1.1760000000000002,0.072,0.639,1.409,0.683,0.734
5207,0.418,0.827,1.228,0.1139999999999999,0.536,1.486,0.638,0.706
5208,0.7150000000000001,0.736,1.391,0.124,0.721,1.35,0.7290000000000001,0.704
5209,0.19,0.912,1.483,0.119,0.629,1.347,0.65,0.675
5210,0.5609999999999999,0.553,2.006,0.146,0.691,1.37,0.661,0.655
5211,0.202,0.76,1.904,0.162,0.885,1.465,0.771,0.841
5212,0.184,0.483,1.919,0.298,0.763,1.586,0.888,0.679
5213,0.19,0.732,1.849,0.082,0.581,1.891,0.782,0.6499999999999999
5214,0.25,0.6389999999999999,2.283,0.122,0.5740000000000001,1.809,0.88,0.679
5215,0.257,0.677,2.524,0.205,0.456,1.84,0.771,0.751
5216,0.195,0.628,2.683,0.18,0.4649999999999999,1.981,0.718,0.6060000000000001
5217,0.45,0.483,6.046,0.163,0.541,2.733,0.8220000000000001,0.535
5218,0.29,0.601,3.75,0.177,0.446,2.3520000000000003,0.709,0.383
5219,0.088,1.086,2.427,0.216,0.381,3.059,0.86,0.6459999999999999
5220,0.472,1.189,5.202,0.0839999999999999,0.3309999999999999,2.8,0.774,0.589
5221,0.432,1.282,3.832,0.164,0.278,2.478,0.964,0.536
5222,0.423,1.903,2.62,0.111,0.089,2.232,0.8049999999999999,0.6
5223,0.354,2.043,3.012,0.102,0.208,2.539,0.8049999999999999,0.595
5224,0.547,2.009,2.644,0.137,0.127,2.36,0.692,0.49
5225,0.148,2.191,2.721,0.1659999999999999,0.122,2.654,0.871,0.502
5226,0.385,2.228,2.877,0.121,0.164,2.552,0.741,0.4659999999999999
5227,0.369,2.434,2.871,0.184,0.098,2.436,0.905,0.444
5228,0.411,2.418,2.696,0.1709999999999999,0.11,2.491,0.7709999999999999,0.591
5229,0.5720000000000001,2.411,2.741,0.152,0.072,2.4930000000000003,0.7929999999999999,0.591
5230,1.007,2.4065000000000003,2.693,0.098,0.264,2.46,0.769,0.482
5231,0.538,2.49,2.469,0.056,0.274,2.3280000000000003,0.685,0.6659999999999999
5232,0.688,2.584,2.748,0.098,0.268,2.2190000000000003,0.8440000000000001,0.5409999999999999
5233,0.902,3.007,2.507,0.074,0.182,2.1340000000000003,0.888,0.5609999999999999
5234,0.802,3.746,2.436,0.066,0.152,2.094,0.926,0.611
5235,1.165,4.819,2.625,0.347,0.177,1.899,0.8200000000000001,0.598
5236,1.458,5.1850000000000005,2.771,0.919,0.242,2.156,0.91,0.432
5237,1.4540000000000002,4.932,2.805,1.057,0.29,1.886,0.736,0.4399999999999999
5238,1.294,5.11,2.685,0.634,0.286,2.047,0.723,0.394
5239,1.8025,5.492,2.684,0.525,0.252,1.693,0.817,0.45
5240,1.7080000000000002,4.605,2.854,0.8099999999999999,0.211,1.773,0.821,0.486
5241,1.851,4.13,2.716,0.98,0.317,1.709,0.732,0.4469999999999999
5242,2.641,3.609,3.01,1.062,0.515,1.621,0.861,0.474
5243,2.925,4.062,2.771,0.728,0.577,1.503,0.771,0.45
5244,3.427,4.181,2.683,0.7849999999999999,0.418,1.6469999999999998,1.128,0.585
5245,2.6260000000000003,3.622,2.754,0.675,0.476,1.592,0.97,0.5509999999999999
5246,7.1850000000000005,3.47,2.574,0.649,0.326,1.768,0.705,0.471
5247,3.419,3.355,2.829,0.658,0.483,1.625,0.7390000000000001,0.404
5248,3.437,3.585,2.698,0.541,0.497,1.557,0.794,0.502
5249,3.0620000000000003,3.833,2.565,0.679,0.616,1.666,0.752,0.429
5250,3.189,4.1,2.599,0.532,0.558,1.6829999999999998,0.7030000000000001,0.436
5251,3.1710000000000003,4.591,2.637,0.412,0.5650000000000001,1.566,0.845,0.496
5252,3.5,4.05,2.758,0.56,0.479,1.634,0.71,0.306
5253,3.537,3.773,2.648,0.553,0.527,1.7120000000000002,0.74,0.379
5254,3.323,3.676,2.643,0.586,0.532,2.136,0.727,0.374
5255,3.671,3.578,2.661,0.624,0.47,1.846,0.824,0.263
5256,3.893,3.642,2.67,0.509,0.384,1.573,0.668,0.436
5257,3.978,4.517,2.471,0.625,0.495,1.786,0.8380000000000001,0.434
5258,3.612,6.335,2.54,0.376,0.521,1.916,0.893,0.3269999999999999
5259,3.6215,6.157,2.722,0.528,0.569,1.83,0.5720000000000001,0.334
5260,3.532,6.319,2.863,0.542,0.483,1.811,1.21,0.323
5261,3.569,5.994,3.123,0.4039999999999999,0.563,1.864,0.7809999999999999,0.348
5262,3.801,5.933999999999999,3.325,0.475,0.594,2.157,0.731,0.36
5263,3.434,5.618,3.436,0.5710000000000001,0.538,1.991,0.785,0.346
5264,3.2335000000000003,5.853,3.909,0.5660000000000001,0.7609999999999999,1.863,0.77,0.333
5265,3.3725,7.039,5.226,0.417,0.605,2.857,0.773,0.376
5266,3.225,7.978999999999999,4.412,0.5449999999999999,0.601,2.613,0.755,0.358
5267,3.126,8.626,7.249,0.489,0.831,2.458,0.754,0.348
5268,3.143,8.629000000000001,4.893000000000001,0.54,0.918,2.366,0.751,0.503
5269,3.187,8.931,5.139,0.502,0.895,2.389,0.6970000000000001,0.421
5270,2.856,8.864,5.595000000000001,0.582,3.5,1.851,0.494,0.38
5271,2.736,9.188,5.343,0.574,0.731,2.196,0.511,0.469
5272,2.638,9.634,5.501,0.485,0.8190000000000001,1.4529999999999998,0.42,0.29
5273,2.607,9.566,5.554,0.85,0.7210000000000001,1.537,0.314,0.3
5274,2.3,10.11,5.816,1.366,0.911,1.679,0.216,0.267
5275,2.061,10.59,6.758,2.051,1.269,1.719,0.1939999999999999,0.2209999999999999
5276,2.362,10.968,6.571999999999999,2.311,1.3929999999999998,1.759,0.122,0.181
5277,2.492,10.756,6.667,2.7670000000000003,1.634,2.648,0.138,0.307
5278,2.517,10.593,7.09,2.991,1.869,3.052,0.189,0.276
5279,2.4530000000000003,10.454,7.258,3.191,1.761,2.408,0.134,0.279
5280,2.435,10.318,7.550000000000001,2.946,1.743,1.75,0.009,0.209
5281,2.226,10.73,7.622,2.95,1.713,1.913,0.055,0.1999999999999999
5282,2.404,10.743,7.915,3.117,1.781,2.0380000000000003,0.033,0.162
5283,2.159,11.342,8.395,3.239,2.002,2.3760000000000003,0.038,0.174
5284,2.316,11.448,7.995,2.845,1.962,2.032,0.096,0.107
5285,2.297,10.656,8.209,2.673,1.919,1.343,0.095,0.118
5286,2.357,10.838,8.362,2.811,1.807,1.311,0.045,0.1149999999999999
5287,2.522,10.499,8.104,2.224,1.864,1.421,0.176,0.176
5288,2.749,11.21,8.456,2.292,1.888,0.973,0.085,0.156
5289,2.734,11.098,8.461,1.97,1.899,0.716,0.0579999999999999,0.156
5290,3.149,10.921,8.988,2.374,1.792,0.499,0.0849999999999999,0.194
5291,3.323,10.594,9.001,1.969,1.609,0.411,0.078,0.043
5292,3.4130000000000003,10.268,8.966000000000001,1.851,1.572,0.305,0.162,0.147
5293,3.507,10.336,8.652000000000001,2.014,1.289,0.48,0.258,0.141
5294,3.764,10.843,8.123999999999999,2.348,1.586,0.64,0.488,0.121
5295,3.919,10.227,8.189,2.506,1.285,0.653,1.232,0.103
5296,3.958,10.466,7.815,3.1020000000000003,1.1709999999999998,0.784,0.827,0.083
5297,4.062,9.739,7.949999999999999,3.329,1.014,0.6000000000000001,1.375,0.069
5298,4.471,9.767,7.171,3.551,0.479,0.792,1.546,0.12
5299,4.941,9.652,6.916,3.531,0.573,0.687,1.765,0.1659999999999999
5300,5.3100000000000005,8.894,6.815,3.4,0.43,0.11,1.961,0.205
5301,5.367,9.173,6.725,3.471,0.457,0.081,2.13,0.128
5302,5.551,9.19,4.809,3.5460000000000003,0.373,0.182,3.29,0.2279999999999999
5303,6.394,8.898,4.124,3.52,0.431,0.102,2.282,0.253
5304,6.609,8.023,3.24,3.473,0.461,0.149,2.319,0.351
5305,6.917,7.97,3.938,3.028,1.04,0.377,2.931,0.269
5306,7.252000000000001,7.904999999999999,4.574,2.354,0.561,0.232,2.121,0.419
5307,7.846,7.444,3.569,2.598,0.8480000000000001,0.132,2.482,0.227
5308,8.167,7.330999999999999,5.296,2.386,0.839,0.088,1.95,0.796
5309,9.476,6.93,4.616,2.338,1.131,0.014,1.827,0.654
5310,9.169,6.737,3.732,2.377,0.702,0.0,1.26,1.38
5311,8.771999999999998,5.87,3.207,2.5330000000000004,1.083,0.002,1.26,1.017
5312,9.143,5.7,3.418,2.536,0.891,0.017,1.143,0.875
5313,9.041,4.948,3.542,2.766,0.898,0.002,0.908,0.931
5314,9.866,4.534000000000001,3.311,3.325,0.975,0.013,1.3010000000000002,1.408
5315,7.711,3.385,4.317,2.783,1.179,0.017,0.5309999999999999,1.145
5316,6.912,2.319,3.1,2.612,1.117,0.1149999999999999,1.129,1.173
5317,6.942,2.2990000000000004,3.5380000000000003,2.398,1.034,0.061,0.971,2.21
5318,6.781000000000001,2.621,3.264,3.106,0.9175,0.07,0.736,2.089
5319,6.501,2.93,2.85,2.861,1.069,0.023,0.7410000000000001,1.133
5320,6.782,3.155,4.111000000000001,2.752,0.953,0.075,0.891,1.075
5321,6.059,2.931,3.119,3.127,0.903,0.142,1.196,0.908
5322,6.045999999999999,3.048,2.991,2.838,1.052,0.214,1.632,0.944
5323,4.792999999999999,3.265,3.576,1.819,0.987,0.27,2.375,1.59
5324,4.554,3.3335,4.324,1.131,0.814,0.348,2.096,1.321
5325,4.694,3.2085,6.333,0.32,0.972,0.254,2.218,1.89
5326,4.337,2.4415,6.321,0.282,0.876,0.139,1.6669999999999998,2.109
5327,4.390000000000001,2.099,7.356,0.36,1.188,0.104,1.816,3.286
5328,4.077999999999999,2.392,7.928000000000001,0.216,1.147,0.03,1.781,2.973
5329,2.688,2.089,8.318000000000001,0.239,0.835,0.107,2.389,2.646
5330,3.034,2.584,8.599,0.152,1.05,0.164,2.326,0.8350000000000001
5331,2.292,2.9610000000000003,8.311,0.201,1.275,0.158,2.422,0.512
5332,2.388,3.459,6.022,0.375,1.208,0.112,2.278,0.649
5333,2.781,3.516,4.303,0.401,0.794,0.188,2.393,0.437
5334,2.801,4.162,4.245,0.416,0.8975,0.22,2.075,0.904
5335,1.771,5.626,3.256,0.57,1.185,0.2,2.42,0.907
5336,1.251,6.254,2.995,0.575,1.2425,0.347,2.402,0.919
5337,0.962,7.49,3.0,0.803,1.228,0.306,2.443,0.942
5338,1.032,7.926,2.416,0.953,1.239,0.314,2.362,1.241
5339,1.285,7.415,2.555,1.199,1.3155,0.378,2.3200000000000003,0.99
5340,1.368,6.927,2.582,1.499,1.379,0.353,2.537,1.029
5341,1.5710000000000002,7.159,2.155,2.594,1.492,0.4479999999999999,2.451,1.357
5342,2.173,6.511,1.722,1.558,1.461,0.5700000000000001,2.0595,1.267
5343,3.004,5.3100000000000005,2.555,0.816,1.5550000000000002,1.636,2.549,1.84
5344,3.776,3.526,1.658,0.63,1.519,1.987,2.378,2.177
5345,5.115,2.8680000000000003,1.737,0.908,1.639,2.867,2.462,2.487
5346,4.734,2.644,1.59,1.13,1.456,0.704,2.347,2.763
5347,5.519,2.818,1.401,0.92,1.733,0.5800000000000001,2.672,2.7880000000000003
5348,6.368,2.388,1.003,1.32,1.7679999999999998,0.895,2.619,2.7960000000000003
5349,6.91,2.019,1.071,1.527,1.907,0.548,2.217,2.813
5350,6.93,1.954,3.851,1.342,1.827,0.643,2.267,2.716
5351,5.793,2.237,0.92,1.369,2.005,0.538,2.527,2.676
5352,5.072,1.5379999999999998,4.656000000000001,1.64,1.976,0.591,2.506,2.85
5353,6.513,1.859,0.733,1.624,2.013,0.624,2.569,2.7880000000000003
5354,5.365,1.851,0.835,1.472,2.152,0.673,2.452,2.6
5355,6.411,1.564,0.453,1.419,2.213,0.7849999999999999,2.287,2.48
5356,2.884,1.709,0.391,1.372,2.1485,1.366,2.391,2.715
5357,2.736,1.274,0.306,1.3170000000000002,2.101,1.448,2.277,2.575
5358,2.181,1.048,0.361,1.241,2.021,1.3170000000000002,2.428,2.512
5359,2.362,0.981,0.447,1.398,2.207,1.237,2.398,2.508
5360,2.003,0.885,0.233,1.507,2.083,1.2240000000000002,2.085,2.262
5361,1.49,1.005,0.356,1.4289999999999998,2.195,1.274,2.373,2.257
5362,1.887,0.913,0.38,1.3535,2.132,1.0750000000000002,2.675,2.252
5363,1.366,0.891,0.396,1.578,2.063,1.008,2.474,2.083
5364,0.8089999999999999,0.7050000000000001,0.543,1.598,2.165,1.281,2.42,2.375
5365,0.6739999999999999,0.637,0.474,1.611,2.236,1.078,2.55,2.155
5366,1.795,0.3189999999999999,0.295,1.533,2.171,1.072,2.258,2.109
5367,0.974,0.236,0.4599999999999999,1.738,2.332,0.98,2.71,2.269
5368,1.035,0.298,0.357,1.845,2.269,1.05,2.726,2.253
5369,0.948,0.177,0.31,2.119,2.193,0.891,2.811,2.203
5370,0.5900000000000001,0.212,0.318,2.092,2.3360000000000003,0.851,2.831,2.154
5371,0.066,0.3389999999999999,0.35,1.966,2.484,0.772,2.717,2.326
5372,0.233,0.235,0.415,1.719,2.224,0.8340000000000001,2.68,2.282
5373,0.29,0.255,0.732,1.9145,2.569,0.982,2.973,2.02
5374,0.292,0.354,1.818,1.745,2.462,0.893,2.943,2.08
5375,0.287,0.31,1.58,1.722,2.443,0.872,2.616,2.1420000000000003
5376,0.55,0.202,1.304,1.678,2.564,0.979,2.768,2.198
5377,0.399,0.289,1.144,1.643,2.454,1.019,2.7960000000000003,2.2590000000000003
5378,0.37,0.266,0.949,1.639,2.62,0.923,2.863,2.2030000000000003
5379,0.22,0.2269999999999999,0.938,1.906,2.742,0.817,2.789,2.135
5380,0.207,0.185,1.1989999999999998,2.029,2.673,0.914,2.757,2.193
5381,0.325,0.679,1.525,2.182,2.51,0.8520000000000001,3.04,2.076
5382,0.301,1.6,2.129,2.346,2.606,0.837,2.786,2.134
5383,0.32,3.09,2.008,2.189,2.594,0.8240000000000001,2.899,1.927
5384,0.313,4.1530000000000005,1.614,2.36,2.757,0.8009999999999999,2.955,2.23
5385,0.3299999999999999,4.7620000000000005,1.416,2.354,2.641,0.862,3.035,2.219
5386,0.361,4.996,1.384,2.232,2.53,0.723,3.141,2.117
5387,0.313,6.6,2.21,2.405,2.579,0.868,3.167,2.164
5388,0.312,7.132,2.758,2.365,2.564,0.8540000000000001,2.718,1.93
5389,0.392,5.816,3.282,2.3120000000000003,2.378,0.76,3.231,2.124
5390,0.5760000000000001,5.1370000000000005,3.623,2.6635,2.479,0.8049999999999999,2.93,2.193
5391,2.516,5.285,3.713,2.723,2.72,0.8600000000000001,2.532,2.0420000000000003
5392,0.223,5.7330000000000005,3.882,2.709,2.4610000000000003,0.886,2.858,2.26
5393,0.255,6.255000000000001,4.266,2.669,2.691,0.845,2.757,2.232
5394,0.529,6.517,4.275,2.551,2.765,0.8500000000000001,2.334,2.4210000000000003
5395,1.49,5.917,4.494,2.613,2.706,0.87,2.727,2.277
5396,3.294,5.727,4.524,2.326,2.537,0.7,2.017,2.321
5397,5.348,6.055,4.457,2.321,2.604,0.6950000000000001,2.121,2.237
5398,7.131,6.1240000000000006,4.209,2.404,2.642,0.637,2.403,2.065
5399,7.917999999999999,6.0685,4.093,2.372,2.552,0.6619999999999999,2.531,1.893
5400,7.265,5.872,4.427,2.406,2.42,0.612,2.441,2.043
5401,7.55,5.943,4.573,2.12,2.419,0.527,2.587,1.939
5402,7.836,5.808999999999999,4.863,2.187,2.482,0.714,2.341,1.912
5403,8.187999999999999,5.614,4.994999999999999,2.18,2.432,0.601,2.223,2.141
5404,9.12,5.465,4.889,2.299,2.334,0.708,2.459,2.28
5405,9.809,5.188000000000001,5.02,2.0195,2.547,0.7230000000000001,2.156,2.168
5406,10.395,4.856999999999999,5.377000000000001,2.1630000000000003,2.484,0.548,2.105,2.294
5407,10.443,5.197,5.0120000000000005,2.157,2.465,0.593,2.031,2.346
5408,10.573,5.03,5.16,2.106,2.539,0.391,1.972,2.056
5409,10.892,5.009,4.727,2.055,2.278,0.4539999999999999,1.974,1.491
5410,11.337,4.914,4.641,1.957,2.275,1.245,2.198,1.407
5411,10.84,4.67,5.042,2.043,2.393,2.269,1.632,1.579
5412,11.349,4.268,4.894,2.127,2.3325,2.264,1.508,1.577
5413,11.018,4.265,5.247,2.153,2.3760000000000003,2.858,1.291,1.494
5414,11.538,4.359999999999999,5.25,2.177,2.2430000000000003,2.017,1.249,1.398
5415,11.219,4.173,5.38,2.159,2.22,1.585,1.245,1.623
5416,10.528,4.263,5.114,1.984,2.594,0.669,1.1,1.489
5417,10.658,4.33,4.706,1.747,2.588,0.1639999999999999,0.89,1.391
5418,10.188,4.3580000000000005,4.841,1.549,2.751,0.3269999999999999,0.7150000000000001,1.2679999999999998
5419,9.983,4.192,4.6475,1.357,2.606,0.177,0.96,1.09
5420,9.622,4.382,4.955,1.501,2.611,0.219,0.928,1.083
5421,9.623,4.571,5.585,1.742,2.568,0.16,1.044,1.002
5422,9.239999999999998,4.103,5.798,1.714,2.839,0.211,0.854,1.115
5423,8.914000000000001,4.256,5.279999999999999,1.252,2.551,0.11,1.04,0.969
5424,8.413,3.879,5.679,1.108,2.585,0.057,0.8140000000000001,0.993
5425,8.198,4.245,5.585,1.164,1.938,0.118,0.813,1.029
5426,7.66,4.109,5.2865,1.319,2.131,0.121,0.864,1.045
5427,7.579,5.023,5.621,1.513,2.002,0.067,0.955,1.081
5428,7.268,6.097,5.5920000000000005,1.531,2.1870000000000003,0.054,1.02,1.039
5429,6.970000000000001,5.7940000000000005,5.997999999999999,1.458,1.859,0.097,0.922,1.052
5430,6.459,6.101,6.1370000000000005,1.499,2.021,0.056,0.962,0.984
